,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
697,Furkan Korkmaz,PHI,22,,,-,,,-,,,-,,,-,,,-,,,,,,
698,Gabe Vincent,MIA,24,,,-,,,-,,,-,,,-,,,-,,,,,,
699,Garrett Temple,BKN,34,,,-,,,-,,,-,,,-,,,-,,,,,,
700,Garrison Mathews,WAS,23,,,-,,,-,,,-,,,-,,,-,,,,,,
701,Gary Clark,ORL,25,,,-,,,-,,,-,,,-,,,-,,,,,,
702,Gary Harris,DEN,25,,,-,,,-,,,-,,,-,,,-,,,,,,
703,Gary Payton II,WAS,27,,,-,,,-,,,-,,,-,,,-,,,,,,
704,Gary Trent Jr.,POR,21,,,-,,,-,,,-,,,-,,,-,,,,,,
705,George Hill,MIL,34,,,-,,,-,,,-,,,-,,,-,,,,,,
706,Georges Niang,UTA,27,,,-,,,-,,,-,,,-,,,-,,,,,,
707,Giannis Antetokounmpo,MIL,25,,,-,,,-,,,-,,,-,,,-,,,,,,
708,Glenn Robinson III,PHI,26,,,-,,,-,,,-,,,-,,,-,,,,,,
709,Goga Bitadze,IND,20,,,-,,,-,,,-,,,-,,,-,,,,,,
710,Goran Dragic,MIA,34,,,-,,,-,,,-,,,-,,,-,,,,,,
711,Gordon Hayward,BOS,30,,,-,,,-,,,-,,,-,,,-,,,,,,
712,Gorgui Dieng,MEM,30,,,-,,,-,,,-,,,-,,,-,,,,,,
713,Grant Williams,BOS,21,,,-,,,-,,,-,,,-,,,-,,,,,,
714,Grayson Allen,MEM,24,,,-,,,-,,,-,,,-,,,-,,,,,,
715,Hamidou Diallo,OKC,21,,,-,,,-,,,-,,,-,,,-,,,,,,
716,Harrison Barnes,SAC,28,,,-,,,-,,,-,,,-,,,-,,,,,,
717,Harry Giles III,SAC,22,,,-,,,-,,,-,,,-,,,-,,,,,,
718,Hassan Whiteside,POR,31,,,-,,,-,,,-,,,-,,,-,,,,,,
719,Henry Ellenson,BKN,23,,,-,,,-,,,-,,,-,,,-,,,,,,
720,Ian Mahinmi,WAS,33,,,-,,,-,,,-,,,-,,,-,,,,,,
721,Ignas Brazdeikis,NYK,21,,,-,,,-,,,-,,,-,,,-,,,,,,
722,Iman Shumpert,BKN,30,,,-,,,-,,,-,,,-,,,-,,,,,,
723,Isaac Bonga,WAS,20,,,-,,,-,,,-,,,-,,,-,,,,,,
724,Isaiah Hartenstein,HOU,22,,,-,,,-,,,-,,,-,,,-,,,,,,
725,Isaiah Roby,OKC,22,,,-,,,-,,,-,,,-,,,-,,,,,,
726,Isaiah Thomas,WAS,31,,,-,,,-,,,-,,,-,,,-,,,,,,
727,Ish Smith,WAS,31,,,-,,,-,,,-,,,-,,,-,,,,,,
728,Ivica Zubac,LAC,23,,,-,,,-,,,-,,,-,,,-,,,,,,
729,J.J. Barea,DAL,36,,,-,,,-,,,-,,,-,,,-,,,,,,
730,J.P. Macura,CLE,25,,,-,,,-,,,-,,,-,,,-,,,,,,
731,JJ Redick,NOP,36,,,-,,,-,,,-,,,-,,,-,,,,,,
732,JR Smith,LAL,34,,,-,,,-,,,-,,,-,,,-,,,,,,
733,Ja Morant,MEM,20,,,-,,,-,,,-,,,-,,,-,,,,,,
734,JaKarr Sampson,IND,27,,,-,,,-,,,-,,,-,,,-,,,,,,
735,JaMychal Green,LAC,30,,,-,,,-,,,-,,,-,,,-,,,,,,
736,JaVale McGee,LAL,32,,,-,,,-,,,-,,,-,,,-,,,,,,
737,Jabari Parker,SAC,25,,,-,,,-,,,-,,,-,,,-,,,,,,
738,Jacob Evans,MIN,23,,,-,,,-,,,-,,,-,,,-,,,,,,
739,Jae Crowder,MIA,29,,,-,,,-,,,-,,,-,,,-,,,,,,
740,Jahlil Okafor,NOP,24,,,-,,,-,,,-,,,-,,,-,,,,,,
741,Jake Layman,MIN,26,,,-,,,-,,,-,,,-,,,-,,,,,,
742,Jakob Poeltl,SAS,24,,,-,,,-,,,-,,,-,,,-,,,,,,
743,Jalen Brunson,DAL,23,,,-,,,-,,,-,,,-,,,-,,,,,,
744,Jalen Lecque,PHX,20,,,-,,,-,,,-,,,-,,,-,,,,,,
745,Jalen McDaniels,CHA,22,,,-,,,-,,,-,,,-,,,-,,,,,,
746,Jamal Crawford,BKN,40,,,-,,,-,,,-,,,-,,,-,,,,,,
747,Jamal Murray,DEN,23,,,-,,,-,,,-,,,-,,,-,,,,,,
748,James Ennis III,ORL,29,,,-,,,-,,,-,,,-,,,-,,,,,,
749,James Harden,HOU,30,,,-,,,-,,,-,,,-,,,-,,,,,,
750,James Johnson,MIN,33,,,-,,,-,,,-,,,-,,,-,,,,,,
751,Jared Dudley,LAL,34,,,-,,,-,,,-,,,-,,,-,,,,,,
752,Jared Harper,NYK,22,,,-,,,-,,,-,,,-,,,-,,,,,,
753,Jaren Jackson Jr.,MEM,20,,,-,,,-,,,-,,,-,,,-,,,,,,
754,Jarred Vanderbilt,MIN,21,,,-,,,-,,,-,,,-,,,-,,,,,,
755,Jarrell Brantley,UTA,24,,,-,,,-,,,-,,,-,,,-,,,,,,
756,Jarrett Allen,BKN,22,,,-,,,-,,,-,,,-,,,-,,,,,,
757,Jarrett Culver,MIN,21,,,-,,,-,,,-,,,-,,,-,,,,,,
758,Jarrod Uthoff,WAS,27,,,-,,,-,,,-,,,-,,,-,,,,,,
759,Javonte Green,BOS,26,,,-,,,-,,,-,,,-,,,-,,,,,,
760,Jaxson Hayes,NOP,20,,,-,,,-,,,-,,,-,,,-,,,,,,
761,Jaylen Brown,BOS,23,,,-,,,-,,,-,,,-,,,-,,,,,,
762,Jaylen Hoard,POR,21,,,-,,,-,,,-,,,-,,,-,,,,,,
763,Jaylen Nowell,MIN,20,,,-,,,-,,,-,,,-,,,-,,,,,,
764,Jayson Tatum,BOS,22,,,-,,,-,,,-,,,-,,,-,,,,,,
765,Jeff Green,HOU,33,,,-,,,-,,,-,,,-,,,-,,,,,,
766,Jeff Teague,ATL,32,,,-,,,-,,,-,,,-,,,-,,,,,,
767,Jerami Grant,DEN,26,,,-,,,-,,,-,,,-,,,-,,,,,,
768,Jeremiah Martin,BKN,24,,,-,,,-,,,-,,,-,,,-,,,,,,
769,Jeremy Lamb,IND,28,,,-,,,-,,,-,,,-,,,-,,,,,,
770,Jeremy Pargo,GSW,34,,,-,,,-,,,-,,,-,,,-,,,,,,
771,Jerian Grant,WAS,27,,,-,,,-,,,-,,,-,,,-,,,,,,
772,Jerome Robinson,WAS,23,,,-,,,-,,,-,,,-,,,-,,,,,,
773,Jevon Carter,PHX,24,,,-,,,-,,,-,,,-,,,-,,,,,,
774,Jimmy Butler,MIA,30,,,-,,,-,,,-,,,-,,,-,,,,,,
775,Joakim Noah,LAC,35,,,-,,,-,,,-,,,-,,,-,,,,,,
776,Joe Chealey,CHA,24,,,-,,,-,,,-,,,-,,,-,,,,,,
777,Joe Harris,BKN,28,,,-,,,-,,,-,,,-,,,-,,,,,,
778,Joe Ingles,UTA,32,,,-,,,-,,,-,,,-,,,-,,,,,,
779,Joel Embiid,PHI,26,,,-,,,-,,,-,,,-,,,-,,,,,,
780,John Collins,ATL,22,,,-,,,-,,,-,,,-,,,-,,,,,,
781,John Henson,DET,29,,,-,,,-,,,-,,,-,,,-,,,,,,
782,John Konchar,MEM,24,,,-,,,-,,,-,,,-,,,-,,,,,,
783,Johnathan Motley,LAC,25,,,-,,,-,,,-,,,-,,,-,,,,,,
784,Johnathan Williams,WAS,25,,,-,,,-,,,-,,,-,,,-,,,,,,
785,Jonah Bolden,PHX,24,,,-,,,-,,,-,,,-,,,-,,,,,,
786,Jonas Valanciunas,MEM,28,,,-,,,-,,,-,,,-,,,-,,,,,,
787,Jonathan Isaac,ORL,22,,,-,,,-,,,-,,,-,,,-,,,,,,
788,Jordan Bell,CLE,25,,,-,,,-,,,-,,,-,,,-,,,,,,
789,Jordan Bone,DET,22,,,-,,,-,,,-,,,-,,,-,,,,,,
790,Jordan Clarkson,UTA,28,,,-,,,-,,,-,,,-,,,-,,,,,,
791,Jordan McLaughlin,MIN,24,,,-,,,-,,,-,,,-,,,-,,,,,,
792,Jordan McRae,DET,29,,,-,,,-,,,-,,,-,,,-,,,,,,
793,Jordan Poole,GSW,21,,,-,,,-,,,-,,,-,,,-,,,,,,
794,Josh Gray,NOP,26,,,-,,,-,,,-,,,-,,,-,,,,,,
795,Josh Hart,NOP,25,,,-,,,-,,,-,,,-,,,-,,,,,,
796,Josh Jackson,MEM,23,,,-,,,-,,,-,,,-,,,-,,,,,,
797,Josh Magette,ORL,30,,,-,,,-,,,-,,,-,,,-,,,,,,
798,Josh Okogie,MIN,21,,,-,,,-,,,-,,,-,,,-,,,,,,
799,Josh Reaves,DAL,23,,,-,,,-,,,-,,,-,,,-,,,,,,
800,Josh Richardson,PHI,26,,,-,,,-,,,-,,,-,,,-,,,,,,
801,Jrue Holiday,NOP,30,,,-,,,-,,,-,,,-,,,-,,,,,,
802,Juan Toscano-Anderson,GSW,27,,,-,,,-,,,-,,,-,,,-,,,,,,
803,Juancho Hernangomez,MIN,24,,,-,,,-,,,-,,,-,,,-,,,,,,
804,Julius Randle,NYK,25,,,-,,,-,,,-,,,-,,,-,,,,,,
805,Justin Anderson,BKN,26,,,-,,,-,,,-,,,-,,,-,,,,,,
806,Justin Holiday,IND,31,,,-,,,-,,,-,,,-,,,-,,,,,,
807,Justin Jackson,DAL,25,,,-,,,-,,,-,,,-,,,-,,,,,,
808,Justin James,SAC,23,,,-,,,-,,,-,,,-,,,-,,,,,,
809,Justin Patton,DET,23,,,-,,,-,,,-,,,-,,,-,,,,,,
810,Justin Robinson,WAS,22,,,-,,,-,,,-,,,-,,,-,,,,,,
811,Justin Wright-Foreman,UTA,22,,,-,,,-,,,-,,,-,,,-,,,,,,
812,Justise Winslow,MEM,24,,,-,,,-,,,-,,,-,,,-,,,,,,
813,Jusuf Nurkic,POR,25,,,-,,,-,,,-,,,-,,,-,,,,,,
814,Juwan Morgan,UTA,23,,,-,,,-,,,-,,,-,,,-,,,,,,
815,KZ Okpala,MIA,21,,,-,,,-,,,-,,,-,,,-,,,,,,
816,Kadeem Allen,NYK,27,,,-,,,-,,,-,,,-,,,-,,,,,,
817,Karl-Anthony Towns,MIN,24,,,-,,,-,,,-,,,-,,,-,,,,,,
818,Kawhi Leonard,LAC,29,,,-,,,-,,,-,,,-,,,-,,,,,,
819,Keita Bates-Diop,DEN,24,,,-,,,-,,,-,,,-,,,-,,,,,,
820,Kelan Martin,MIN,24,,,-,,,-,,,-,,,-,,,-,,,,,,
821,Keldon Johnson,SAS,20,,,-,,,-,,,-,,,-,,,-,,,,,,
822,Kelly Olynyk,MIA,29,,,-,,,-,,,-,,,-,,,-,,,,,,
823,Kelly Oubre Jr.,PHX,24,,,-,,,-,,,-,,,-,,,-,,,,,,
824,Kemba Walker,BOS,30,,,-,,,-,,,-,,,-,,,-,,,,,,
825,Kendrick Nunn,MIA,24,,,-,,,-,,,-,,,-,,,-,,,,,,
826,Kenrich Williams,NOP,25,,,-,,,-,,,-,,,-,,,-,,,,,,
827,Kent Bazemore,SAC,30,,,-,,,-,,,-,,,-,,,-,,,,,,
828,Kentavious Caldwell-Pope,LAL,27,,,-,,,-,,,-,,,-,,,-,,,,,,
829,Kevin Hervey,OKC,23,,,-,,,-,,,-,,,-,,,-,,,,,,
830,Kevin Huerter,ATL,21,,,-,,,-,,,-,,,-,,,-,,,,,,
831,Kevin Knox II,NYK,20,,,-,,,-,,,-,,,-,,,-,,,,,,
832,Kevin Love,CLE,31,,,-,,,-,,,-,,,-,,,-,,,,,,
833,Kevin Porter Jr.,CLE,20,,,-,,,-,,,-,,,-,,,-,,,,,,
834,Kevon Looney,GSW,24,,,-,,,-,,,-,,,-,,,-,,,,,,
835,Khem Birch,ORL,27,,,-,,,-,,,-,,,-,,,-,,,,,,
836,Khris Middleton,MIL,28,,,-,,,-,,,-,,,-,,,-,,,,,,
837,Khyri Thomas,DET,24,,,-,,,-,,,-,,,-,,,-,,,,,,
838,Kostas Antetokounmpo,LAL,22,,,-,,,-,,,-,,,-,,,-,,,,,,
839,Kris Dunn,CHI,26,,,-,,,-,,,-,,,-,,,-,,,,,,
840,Kristaps Porzingis,DAL,24,,,-,,,-,,,-,,,-,,,-,,,,,,
841,Ky Bowman,GSW,23,,,-,,,-,,,-,,,-,,,-,,,,,,
842,Kyle Alexander,MIA,23,,,-,,,-,,,-,,,-,,,-,,,,,,
843,Kyle Anderson,MEM,26,,,-,,,-,,,-,,,-,,,-,,,,,,
844,Kyle Guy,SAC,22,,,-,,,-,,,-,,,-,,,-,,,,,,
845,Kyle Korver,MIL,39,,,-,,,-,,,-,,,-,,,-,,,,,,
846,Kyle Kuzma,LAL,24,,,-,,,-,,,-,,,-,,,-,,,,,,
847,Kyle Lowry,TOR,34,,,-,,,-,,,-,,,-,,,-,,,,,,
848,Kyle O'Quinn,PHI,30,,,-,,,-,,,-,,,-,,,-,,,,,,
849,Kyrie Irving,BKN,28,,,-,,,-,,,-,,,-,,,-,,,,,,
850,LaMarcus Aldridge,SAS,34,,,-,,,-,,,-,,,-,,,-,,,,,,
851,Lance Thomas,BKN,32,,,-,,,-,,,-,,,-,,,-,,,,,,
852,Landry Shamet,LAC,23,,,-,,,-,,,-,,,-,,,-,,,,,,
853,Langston Galloway,DET,28,,,-,,,-,,,-,,,-,,,-,,,,,,
854,Larry Nance Jr.,CLE,27,,,-,,,-,,,-,,,-,,,-,,,,,,
855,Lauri Markkanen,CHI,23,,,-,,,-,,,-,,,-,,,-,,,,,,
856,LeBron James,LAL,35,,,-,,,-,,,-,,,-,,,-,,,,,,
857,Lonnie Walker IV,SAS,21,,,-,,,-,,,-,,,-,,,-,,,,,,
858,Lonzo Ball,NOP,22,,,-,,,-,,,-,,,-,,,-,,,,,,
859,Lou Williams,LAC,33,,,-,,,-,,,-,,,-,,,-,,,,,,
860,Louis King,DET,21,,,-,,,-,,,-,,,-,,,-,,,,,,
861,Luc Mbah a Moute,HOU,33,,,-,,,-,,,-,,,-,,,-,,,,,,
862,Luguentz Dort,OKC,21,,,-,,,-,,,-,,,-,,,-,,,,,,
863,Luka Doncic,DAL,21,,,-,,,-,,,-,,,-,,,-,,,,,,
864,Luka Samanic,SAS,20,,,-,,,-,,,-,,,-,,,-,,,,,,
865,Luke Kennard,DET,24,,,-,,,-,,,-,,,-,,,-,,,,,,
866,Luke Kornet,CHI,24,,,-,,,-,,,-,,,-,,,-,,,,,,
867,Malcolm Brogdon,IND,27,,,-,,,-,,,-,,,-,,,-,,,,,,
868,Malcolm Miller,TOR,27,,,-,,,-,,,-,,,-,,,-,,,,,,
869,Malik Beasley,MIN,23,,,-,,,-,,,-,,,-,,,-,,,,,,
870,Malik Monk,CHA,22,,,-,,,-,,,-,,,-,,,-,,,,,,
871,Malik Newman,CLE,23,,,-,,,-,,,-,,,-,,,-,,,,,,
872,Marc Gasol,TOR,35,,,-,,,-,,,-,,,-,,,-,,,,,,
873,Marco Belinelli,SAS,34,,,-,,,-,,,-,,,-,,,-,,,,,,
874,Marcus Morris Sr.,LAC,30,,,-,,,-,,,-,,,-,,,-,,,,,,
875,Marcus Smart,BOS,26,,,-,,,-,,,-,,,-,,,-,,,,,,
876,Marial Shayok,PHI,24,,,-,,,-,,,-,,,-,,,-,,,,,,
877,Mario Hezonja,POR,25,,,-,,,-,,,-,,,-,,,-,,,,,,
878,Markelle Fultz,ORL,22,,,-,,,-,,,-,,,-,,,-,,,,,,
879,Markieff Morris,LAL,30,,,-,,,-,,,-,,,-,,,-,,,,,,
880,Marko Guduric,MEM,25,,,-,,,-,,,-,,,-,,,-,,,,,,
881,Marques Bolden,CLE,22,,,-,,,-,,,-,,,-,,,-,,,,,,
882,Marquese Chriss,GSW,22,,,-,,,-,,,-,,,-,,,-,,,,,,
883,Marvin Bagley III,SAC,21,,,-,,,-,,,-,,,-,,,-,,,,,,
884,Marvin Williams,MIL,34,,,-,,,-,,,-,,,-,,,-,,,,,,
885,Mason Plumlee,DEN,30,,,-,,,-,,,-,,,-,,,-,,,,,,
886,Matisse Thybulle,PHI,23,,,-,,,-,,,-,,,-,,,-,,,,,,
887,Matt Mooney,CLE,23,,,-,,,-,,,-,,,-,,,-,,,,,,
888,Matt Thomas,TOR,25,,,-,,,-,,,-,,,-,,,-,,,,,,
889,Matthew Dellavedova,CLE,29,,,-,,,-,,,-,,,-,,,-,,,,,,
890,Maurice Harkless,NYK,27,,,-,,,-,,,-,,,-,,,-,,,,,,
891,Max Strus,CHI,24,,,-,,,-,,,-,,,-,,,-,,,,,,
892,Maxi Kleber,DAL,28,,,-,,,-,,,-,,,-,,,-,,,,,,
893,Melvin Frazier Jr.,ORL,23,,,-,,,-,,,-,,,-,,,-,,,,,,
894,Meyers Leonard,MIA,28,,,-,,,-,,,-,,,-,,,-,,,,,,
895,Mfiondu Kabengele,LAC,22,,,-,,,-,,,-,,,-,,,-,,,,,,
896,Michael Carter-Williams,ORL,28,,,-,,,-,,,-,,,-,,,-,,,,,,
897,Michael Frazier,HOU,26,,,-,,,-,,,-,,,-,,,-,,,,,,
898,Michael Kidd-Gilchrist,DAL,26,,,-,,,-,,,-,,,-,,,-,,,,,,
899,Michael Porter Jr.,DEN,22,,,-,,,-,,,-,,,-,,,-,,,,,,
900,Mikal Bridges,PHX,23,,,-,,,-,,,-,,,-,,,-,,,,,,
901,Mike Conley,UTA,32,,,-,,,-,,,-,,,-,,,-,,,,,,
902,Mike Muscala,OKC,28,,,-,,,-,,,-,,,-,,,-,,,,,,
903,Mike Scott,PHI,31,,,-,,,-,,,-,,,-,,,-,,,,,,
904,Miles Bridges,CHA,22,,,-,,,-,,,-,,,-,,,-,,,,,,
905,Mitchell Robinson,NYK,22,,,-,,,-,,,-,,,-,,,-,,,,,,
906,Miye Oni,UTA,22,,,-,,,-,,,-,,,-,,,-,,,,,,
907,Mo Bamba,ORL,22,,,-,,,-,,,-,,,-,,,-,,,,,,
908,Monte Morris,DEN,25,,,-,,,-,,,-,,,-,,,-,,,,,,
909,Montrezl Harrell,LAC,26,,,-,,,-,,,-,,,-,,,-,,,,,,
910,Moritz Wagner,WAS,23,,,-,,,-,,,-,,,-,,,-,,,,,,
911,Moses Brown,POR,20,,,-,,,-,,,-,,,-,,,-,,,,,,
912,Mychal Mulder,GSW,26,,,-,,,-,,,-,,,-,,,-,,,,,,
913,Myles Turner,IND,24,,,-,,,-,,,-,,,-,,,-,,,,,,
914,Nassir Little,POR,20,,,-,,,-,,,-,,,-,,,-,,,,,,
915,Naz Mitrou-Long,IND,26,,,-,,,-,,,-,,,-,,,-,,,,,,
916,Naz Reid,MIN,20,,,-,,,-,,,-,,,-,,,-,,,,,,
917,Nemanja Bjelica,SAC,32,,,-,,,-,,,-,,,-,,,-,,,,,,
918,Nerlens Noel,OKC,26,,,-,,,-,,,-,,,-,,,-,,,,,,
919,Nickeil Alexander-Walker,NOP,21,,,-,,,-,,,-,,,-,,,-,,,,,,
920,Nicolas Batum,CHA,31,,,-,,,-,,,-,,,-,,,-,,,,,,
921,Nicolas Claxton,BKN,21,,,-,,,-,,,-,,,-,,,-,,,,,,
922,Nicolo Melli,NOP,29,,,-,,,-,,,-,,,-,,,-,,,,,,
923,Nigel Williams-Goss,UTA,25,,,-,,,-,,,-,,,-,,,-,,,,,,
924,Nikola Jokic,DEN,25,,,-,,,-,,,-,,,-,,,-,,,,,,
925,Nikola Vucevic,ORL,29,,,-,,,-,,,-,,,-,,,-,,,,,,
926,Noah Vonleh,DEN,24,,,-,,,-,,,-,,,-,,,-,,,,,,
927,Norman Powell,TOR,27,,,-,,,-,,,-,,,-,,,-,,,,,,
928,Norvel Pelle,PHI,27,,,-,,,-,,,-,,,-,,,-,,,,,,
929,OG Anunoby,TOR,22,,,-,,,-,,,-,,,-,,,-,,,,,,
930,Omari Spellman,MIN,22,,,-,,,-,,,-,,,-,,,-,,,,,,
931,Oshae Brissett,TOR,22,,,-,,,-,,,-,,,-,,,-,,,,,,
932,Otto Porter Jr.,CHI,27,,,-,,,-,,,-,,,-,,,-,,,,,,
933,P.J. Tucker,HOU,35,,,-,,,-,,,-,,,-,,,-,,,,,,
934,P.J. Washington,CHA,21,,,-,,,-,,,-,,,-,,,-,,,,,,
935,PJ Dozier,DEN,23,,,-,,,-,,,-,,,-,,,-,,,,,,
936,Pascal Siakam,TOR,26,,,-,,,-,,,-,,,-,,,-,,,,,,
937,Pat Connaughton,MIL,27,,,-,,,-,,,-,,,-,,,-,,,,,,
938,Patrick Beverley,LAC,31,,,-,,,-,,,-,,,-,,,-,,,,,,
939,Patrick McCaw,TOR,24,,,-,,,-,,,-,,,-,,,-,,,,,,
940,Patrick Patterson,LAC,31,,,-,,,-,,,-,,,-,,,-,,,,,,
941,Patty Mills,SAS,31,,,-,,,-,,,-,,,-,,,-,,,,,,
942,Paul George,LAC,30,,,-,,,-,,,-,,,-,,,-,,,,,,
943,Paul Millsap,DEN,35,,,-,,,-,,,-,,,-,,,-,,,,,,
944,Paul Watson,TOR,25,,,-,,,-,,,-,,,-,,,-,,,,,,
945,Quinn Cook,LAL,27,,,-,,,-,,,-,,,-,,,-,,,,,,
946,Quinndary Weatherspoon,SAS,23,,,-,,,-,,,-,,,-,,,-,,,,,,
947,RJ Barrett,NYK,20,,,-,,,-,,,-,,,-,,,-,,,,,,
948,Rajon Rondo,LAL,34,,,-,,,-,,,-,,,-,,,-,,,,,,
949,Raul Neto,PHI,28,,,-,,,-,,,-,,,-,,,-,,,,,,
950,Rayjon Tucker,UTA,22,,,-,,,-,,,-,,,-,,,-,,,,,,
951,Reggie Bullock,NYK,29,,,-,,,-,,,-,,,-,,,-,,,,,,
952,Reggie Jackson,LAC,30,,,-,,,-,,,-,,,-,,,-,,,,,,
953,Richaun Holmes,SAC,26,,,-,,,-,,,-,,,-,,,-,,,,,,
954,Ricky Rubio,PHX,29,,,-,,,-,,,-,,,-,,,-,,,,,,
955,Robert Covington,HOU,29,,,-,,,-,,,-,,,-,,,-,,,,,,
956,Robert Williams III,BOS,22,,,-,,,-,,,-,,,-,,,-,,,,,,
957,Robin Lopez,MIL,32,,,-,,,-,,,-,,,-,,,-,,,,,,
958,Rodions Kurucs,BKN,22,,,-,,,-,,,-,,,-,,,-,,,,,,
959,Rodney Hood,POR,27,,,-,,,-,,,-,,,-,,,-,,,,,,
960,Rodney McGruder,LAC,28,,,-,,,-,,,-,,,-,,,-,,,,,,
961,Romeo Langford,BOS,20,,,-,,,-,,,-,,,-,,,-,,,,,,
962,Rondae Hollis-Jefferson,TOR,25,,,-,,,-,,,-,,,-,,,-,,,,,,
963,Royce O'Neale,UTA,27,,,-,,,-,,,-,,,-,,,-,,,,,,
964,Rudy Gay,SAS,33,,,-,,,-,,,-,,,-,,,-,,,,,,
965,Rudy Gobert,UTA,28,,,-,,,-,,,-,,,-,,,-,,,,,,
966,Rui Hachimura,WAS,22,,,-,,,-,,,-,,,-,,,-,,,,,,
967,Russell Westbrook,HOU,31,,,-,,,-,,,-,,,-,,,-,,,,,,
968,Ryan Anderson,HOU,32,,,-,,,-,,,-,,,-,,,-,,,,,,
969,Ryan Arcidiacono,CHI,26,,,-,,,-,,,-,,,-,,,-,,,,,,
970,Ryan Broekhoff,PHI,29,,,-,,,-,,,-,,,-,,,-,,,,,,
971,Sekou Doumbouya,DET,19,,,-,,,-,,,-,,,-,,,-,,,,,,
972,Semi Ojeleye,BOS,25,,,-,,,-,,,-,,,-,,,-,,,,,,
973,Serge Ibaka,TOR,30,,,-,,,-,,,-,,,-,,,-,,,,,,
974,Seth Curry,DAL,29,,,-,,,-,,,-,,,-,,,-,,,,,,
975,Shabazz Napier,WAS,28,,,-,,,-,,,-,,,-,,,-,,,,,,
976,Shai Gilgeous-Alexander,OKC,21,,,-,,,-,,,-,,,-,,,-,,,,,,
977,Shake Milton,PHI,23,,,-,,,-,,,-,,,-,,,-,,,,,,
978,Shamorie Ponds,TOR,22,,,-,,,-,,,-,,,-,,,-,,,,,,
979,Shaquille Harrison,CHI,26,,,-,,,-,,,-,,,-,,,-,,,,,,
980,Sindarius Thornwell,NOP,25,,,-,,,-,,,-,,,-,,,-,,,,,,
981,Skal Labissiere,ATL,24,,,-,,,-,,,-,,,-,,,-,,,,,,
982,Solomon Hill,MIA,29,,,-,,,-,,,-,,,-,,,-,,,,,,
983,Spencer Dinwiddie,BKN,27,,,-,,,-,,,-,,,-,,,-,,,,,,
984,Stanley Johnson,TOR,24,,,-,,,-,,,-,,,-,,,-,,,,,,
985,Stanton Kidd,UTA,28,,,-,,,-,,,-,,,-,,,-,,,,,,
986,Stephen Curry,GSW,32,,,-,,,-,,,-,,,-,,,-,,,,,,
987,Sterling Brown,MIL,25,,,-,,,-,,,-,,,-,,,-,,,,,,
988,Steven Adams,OKC,26,,,-,,,-,,,-,,,-,,,-,,,,,,
989,Svi Mykhailiuk,DET,23,,,-,,,-,,,-,,,-,,,-,,,,,,
990,T.J. McConnell,IND,28,,,-,,,-,,,-,,,-,,,-,,,,,,
991,T.J. Warren,IND,26,,,-,,,-,,,-,,,-,,,-,,,,,,
992,TJ Leaf,IND,23,,,-,,,-,,,-,,,-,,,-,,,,,,
993,Tacko Fall,BOS,24,,,-,,,-,,,-,,,-,,,-,,,,,,
994,Taj Gibson,NYK,35,,,-,,,-,,,-,,,-,,,-,,,,,,
995,Talen Horton-Tucker,LAL,19,,,-,,,-,,,-,,,-,,,-,,,,,,
996,Tariq Owens,PHX,25,,,-,,,-,,,-,,,-,,,-,,,,,,
997,Taurean Prince,BKN,26,,,-,,,-,,,-,,,-,,,-,,,,,,
998,Terance Mann,LAC,23,,,-,,,-,,,-,,,-,,,-,,,,,,
999,Terence Davis,TOR,23,,,-,,,-,,,-,,,-,,,-,,,,,,
1000,Terrance Ferguson,OKC,22,,,-,,,-,,,-,,,-,,,-,,,,,,
1001,Terrence Ross,ORL,29,,,-,,,-,,,-,,,-,,,-,,,,,,
1002,Terry Rozier,CHA,26,,,-,,,-,,,-,,,-,,,-,,,,,,
1003,Thabo Sefolosha,HOU,36,,,-,,,-,,,-,,,-,,,-,,,,,,
1004,Thaddeus Young,CHI,32,,,-,,,-,,,-,,,-,,,-,,,,,,
1005,Thanasis Antetokounmpo,MIL,27,,,-,,,-,,,-,,,-,,,-,,,,,,
1006,Theo Pinson,NYK,24,,,-,,,-,,,-,,,-,,,-,,,,,,
1007,Thomas Bryant,WAS,22,,,-,,,-,,,-,,,-,,,-,,,,,,
1008,Thon Maker,DET,23,,,-,,,-,,,-,,,-,,,-,,,,,,
1009,Tim Frazier,DET,29,,,-,,,-,,,-,,,-,,,-,,,,,,
1010,Tim Hardaway Jr.,DAL,28,,,-,,,-,,,-,,,-,,,-,,,,,,
1011,Timothe Luwawu-Cabarrot,BKN,25,,,-,,,-,,,-,,,-,,,-,,,,,,
1012,Tobias Harris,PHI,27,,,-,,,-,,,-,,,-,,,-,,,,,,
1013,Tomas Satoransky,CHI,28,,,-,,,-,,,-,,,-,,,-,,,,,,
1014,Tony Bradley,UTA,22,,,-,,,-,,,-,,,-,,,-,,,,,,
1015,Tony Snell,DET,28,,,-,,,-,,,-,,,-,,,-,,,,,,
1016,Torrey Craig,DEN,29,,,-,,,-,,,-,,,-,,,-,,,,,,
1017,Trae Young,ATL,21,,,-,,,-,,,-,,,-,,,-,,,,,,
1018,Tremont Waters,BOS,22,,,-,,,-,,,-,,,-,,,-,,,,,,
1019,Treveon Graham,ATL,26,,,-,,,-,,,-,,,-,,,-,,,,,,
1020,Trevor Ariza,POR,35,,,-,,,-,,,-,,,-,,,-,,,,,,
1021,Trey Burke,DAL,27,,,-,,,-,,,-,,,-,,,-,,,,,,
