,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
303,Kevin Love,CLE,31,1.4,2.4,57.4,0.3,0.8,43.2,0.7,1.1,59.4,0.6,1.2,46.3,1.0,2.1,50.0,1.7,5.0,33.7,,,
304,Kevin Porter Jr.,CLE,20,2.0,3.0,64.5,0.2,0.5,39.1,0.2,0.6,29.0,0.3,0.9,31.1,0.4,1.2,35.5,0.7,2.1,32.1,,,
305,Kevon Looney,GSW,24,1.2,2.2,54.5,0.1,0.3,16.7,0.1,0.1,50.0,0.1,0.6,16.7,0.1,0.4,14.3,0.0,0.4,0.0,,,
306,Khem Birch,ORL,27,1.2,1.8,67.1,0.3,1.0,27.7,0.0,0.2,28.6,0.0,0.1,33.3,0.0,0.0,0.0,0.0,0.0,0.0,,,
307,Khris Middleton,MIL,28,1.5,2.5,59.7,0.8,1.4,52.8,1.2,2.4,50.3,1.5,2.7,56.0,0.9,1.9,46.2,1.8,4.3,41.0,,,
308,Khyri Thomas,DET,24,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.3,1.0,28.6,0.4,1.1,37.5,,,
309,Kostas Antetokounmpo,LAL,22,0.8,0.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
310,Kris Dunn,CHI,26,2.0,3.2,63.3,0.3,0.8,38.1,0.1,0.4,27.8,0.0,0.1,0.0,0.3,1.1,28.3,0.3,1.3,25.0,,,
311,Kristaps Porzingis,DAL,24,2.5,3.8,66.4,0.4,1.4,27.2,1.0,2.6,37.4,0.5,1.2,40.0,0.5,1.2,39.4,2.0,5.6,34.8,,,
312,Ky Bowman,GSW,23,1.1,1.9,58.6,0.2,0.7,29.0,0.4,0.8,47.4,0.5,1.1,40.0,0.4,1.0,40.9,0.4,1.5,26.9,,,
313,Kyle Alexander,MIA,23,0.5,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
314,Kyle Anderson,MEM,26,1.0,1.6,63.3,0.5,1.0,48.4,0.3,0.6,43.9,0.2,0.3,43.5,0.3,1.0,35.4,0.1,0.4,22.2,,,
315,Kyle Guy,SAC,22,0.3,0.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,50.0,0.0,0.7,0.0,,,
316,Kyle Korver,MIL,39,0.1,0.2,41.7,0.0,0.1,25.0,0.1,0.1,57.1,0.2,0.4,45.5,0.7,1.5,48.3,1.1,2.7,39.6,,,
317,Kyle Kuzma,LAL,24,2.1,3.0,70.0,0.6,1.6,37.0,0.3,0.8,39.1,0.3,0.8,35.4,0.8,1.7,43.4,0.7,2.9,25.9,,,
318,Kyle Lowry,TOR,34,2.0,3.6,57.3,0.3,0.7,45.0,0.2,0.5,41.4,0.2,0.6,36.1,0.7,2.0,33.1,2.2,6.1,36.8,,,
319,Kyle O'Quinn,PHI,30,0.8,1.3,64.9,0.0,0.0,100,0.1,0.3,44.4,0.2,0.3,57.1,0.1,0.4,25.0,0.2,0.6,33.3,,,
320,Kyrie Irving,BKN,28,3.3,5.2,63.5,1.0,2.3,41.3,1.8,3.5,51.4,0.9,2.3,37.8,1.6,3.3,47.0,1.5,4.1,35.4,,,
321,LaMarcus Aldridge,SAS,34,2.5,3.7,67.5,0.6,1.3,47.1,1.3,2.8,45.0,1.5,3.4,43.6,0.9,1.9,46.6,0.6,1.8,35.4,,,
322,Lance Thomas,BKN,32,0.3,0.4,66.7,0.0,0.2,0.0,0.0,0.4,0.0,0.2,0.3,50.0,0.7,2.2,30.8,0.1,0.3,50.0,,,
323,Landry Shamet,LAC,23,0.7,1.1,62.5,0.0,0.2,16.7,0.2,0.3,57.1,0.0,0.1,0.0,0.9,2.3,39.5,1.2,3.4,35.8,,,
324,Langston Galloway,DET,28,0.8,1.3,63.1,0.2,0.7,32.7,0.2,0.6,43.2,0.2,0.5,48.5,1.2,2.6,48.2,0.8,2.5,32.5,,,
325,Larry Nance Jr.,CLE,27,2.4,3.4,72.9,0.2,0.5,40.0,0.1,0.4,33.3,0.3,0.5,55.6,0.5,1.2,43.9,0.5,1.7,30.1,,,
326,Lauri Markkanen,CHI,23,2.3,3.9,59.6,0.4,1.2,36.2,0.1,0.3,26.7,0.0,0.1,33.3,0.6,1.9,34.4,1.5,4.5,34.1,,,
327,LeBron James,LAL,35,5.8,8.6,67.9,0.4,1.2,36.1,0.4,1.2,29.6,0.4,1.3,35.7,0.7,1.9,35.5,1.8,5.0,35.0,,,
328,Lonnie Walker IV,SAS,21,1.2,2.2,54.1,0.2,0.8,31.1,0.1,0.4,25.0,0.3,0.8,34.1,0.3,0.9,34.6,0.4,0.9,48.1,,,
329,Lonzo Ball,NOP,22,1.6,2.7,57.9,0.1,0.5,14.7,0.1,0.4,28.0,0.3,0.8,34.0,0.8,2.4,35.1,1.5,4.0,38.2,,,
330,Lou Williams,LAC,33,1.9,3.7,52.5,0.7,1.7,42.9,0.6,1.7,37.3,0.8,2.0,39.7,0.8,2.1,38.8,1.1,3.0,35.7,,,
331,Louis King,DET,21,0.3,0.5,60.0,0.1,0.2,50.0,0.0,0.2,0.0,0.0,0.1,0.0,0.3,0.5,60.0,0.1,0.6,16.7,,,
332,Luc Mbah a Moute,HOU,33,0.7,1.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,,,
333,Luguentz Dort,OKC,21,1.4,2.7,53.1,0.1,0.4,28.6,0.0,0.1,0.0,0.0,0.1,0.0,0.4,1.4,26.9,0.4,1.4,32.7,,,
334,Luka Doncic,DAL,21,4.8,6.9,69.0,1.4,3.3,41.5,0.4,1.1,40.0,0.1,0.4,33.3,0.4,1.1,34.3,2.3,7.2,31.5,,,
335,Luka Samanic,SAS,20,0.3,1.7,20.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.3,100,1.0,2.7,37.5,,,
336,Luke Kennard,DET,24,1.3,2.0,65.5,0.4,1.0,41.4,0.3,1.0,31.0,0.8,1.5,50.0,0.9,2.3,37.5,1.8,4.3,40.8,,,
337,Luke Kornet,CHI,24,1.3,1.7,72.6,0.1,0.3,36.4,0.1,0.1,50.0,0.0,0.0,0.0,0.3,1.0,25.0,0.6,2.0,30.6,,,
338,Malcolm Brogdon,IND,27,2.5,5.0,50.9,0.2,0.7,31.6,0.4,1.0,44.2,1.3,2.5,52.2,0.4,1.1,40.0,1.1,3.4,33.0,,,
339,Malcolm Miller,TOR,27,0.1,0.2,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,100,0.2,0.4,66.7,0.1,0.5,15.4,,,
340,Malik Beasley,MIN,23,1.3,2.4,56.2,0.2,0.7,22.5,0.3,0.7,46.3,0.3,0.7,41.0,0.9,2.1,41.4,1.1,3.0,37.2,,,
341,Malik Monk,CHA,22,2.0,3.1,64.0,0.5,1.2,38.2,0.2,0.5,46.2,0.1,0.3,31.3,0.3,1.2,26.6,0.7,2.4,30.8,,,
342,Malik Newman,CLE,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,
343,Marc Gasol,TOR,35,0.7,1.2,57.4,0.4,0.7,58.1,0.3,0.7,37.9,0.0,0.3,13.3,0.2,0.8,29.4,1.1,2.6,40.9,,,
344,Marco Belinelli,SAS,34,0.3,0.6,54.5,0.1,0.2,33.3,0.1,0.2,30.8,0.3,0.7,35.9,0.7,1.7,41.4,0.7,2.1,35.9,,,
345,Marcus Morris Sr.,LAC,30,0.8,1.6,51.5,0.5,1.3,36.7,0.8,1.6,48.0,1.2,2.4,49.0,1.1,2.7,40.5,1.4,3.3,41.2,,,
346,Marcus Smart,BOS,26,0.9,1.9,47.0,0.4,1.2,36.1,0.5,1.0,46.7,0.1,0.5,28.6,0.7,2.0,33.9,1.6,4.6,35.6,,,
347,Marial Shayok,PHI,24,0.3,0.5,50.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.8,0.0,0.5,1.0,50.0,,,
348,Mario Hezonja,POR,25,0.9,1.7,51.1,0.2,0.3,50.0,0.1,0.3,42.9,0.1,0.2,41.7,0.1,0.6,22.6,0.3,0.9,37.5,,,
349,Markelle Fultz,ORL,22,2.8,4.6,60.5,0.4,1.1,38.0,0.7,1.7,40.0,0.6,1.3,48.9,0.2,0.9,21.9,0.3,1.0,28.0,,,
350,Markieff Morris,LAL,30,1.3,2.1,60.2,0.3,0.6,42.9,0.3,0.8,31.9,0.2,0.4,47.8,0.6,1.7,35.4,0.9,2.2,41.4,,,
351,Marko Guduric,MEM,25,0.6,1.0,60.5,0.1,0.3,33.3,0.0,0.1,20.0,0.2,0.3,60.0,0.3,0.9,35.9,0.3,1.1,22.9,,,
352,Marques Bolden,CLE,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,,,
353,Marquese Chriss,GSW,22,2.9,4.6,63.5,0.3,0.8,40.4,0.1,0.2,30.0,0.1,0.2,35.7,0.1,0.2,33.3,0.1,0.5,20.0,,,
354,Marvin Bagley III,SAC,21,4.2,6.8,61.8,0.7,2.5,28.1,0.2,0.6,25.0,0.5,0.9,58.3,0.1,0.6,12.5,0.3,1.4,22.2,,,
355,Marvin Williams,MIL,34,0.7,0.8,79.6,0.3,0.7,42.5,0.1,0.3,37.5,0.0,0.0,0.0,0.5,1.4,38.0,0.5,1.3,34.6,,,
356,Mason Plumlee,DEN,30,2.7,3.8,72.0,0.1,0.5,24.1,0.0,0.2,8.3,0.0,0.1,25.0,0.0,0.1,0.0,0.0,0.0,0.0,,,
357,Matisse Thybulle,PHI,23,0.8,1.3,60.2,0.0,0.2,30.0,0.0,0.1,28.6,0.0,0.1,14.3,0.4,1.1,37.8,0.4,1.3,33.7,,,
358,Matt Mooney,CLE,23,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,100,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,,,
359,Matt Thomas,TOR,25,0.1,0.4,35.7,0.1,0.1,66.7,0.1,0.2,42.9,0.3,0.5,63.2,0.6,1.0,57.9,0.7,1.7,42.0,,,
360,Matthew Dellavedova,CLE,29,0.3,0.6,47.1,0.2,0.5,43.3,0.2,0.3,61.1,0.0,0.0,100,0.1,0.5,22.2,0.3,1.1,23.8,,,
361,Maurice Harkless,NYK,27,1.7,2.7,61.7,0.0,0.1,14.3,0.0,0.1,50.0,0.0,0.0,50.0,0.4,1.1,34.3,0.2,0.6,34.3,,,
362,Max Strus,CHI,24,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,0.0,0.5,0.0,,,
363,Maxi Kleber,DAL,28,1.4,2.1,65.2,0.1,0.2,44.4,0.1,0.2,35.7,0.0,0.0,33.3,0.8,2.2,37.3,0.8,2.2,37.5,,,
364,Melvin Frazier Jr.,ORL,23,0.4,0.7,50.0,0.0,0.1,0.0,0.0,0.2,0.0,0.1,0.3,50.0,0.3,0.5,50.0,0.2,0.4,50.0,,,
365,Meyers Leonard,MIA,28,1.1,1.4,80.0,0.1,0.4,33.3,0.0,0.3,15.4,0.0,0.1,40.0,0.3,0.7,45.7,0.7,1.8,40.2,,,
366,Mfiondu Kabengele,LAC,22,0.5,0.7,62.5,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.5,0.6,83.3,0.3,1.2,28.6,,,
367,Michael Carter-Williams,ORL,28,1.5,2.7,55.0,0.4,0.9,41.0,0.2,0.4,36.8,0.0,0.1,0.0,0.2,0.9,20.5,0.3,0.8,37.8,,,
368,Michael Frazier,HOU,26,0.3,0.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,36.4,0.0,0.9,0.0,,,
369,Michael Kidd-Gilchrist,DAL,26,0.4,0.8,47.4,0.2,0.7,35.3,0.0,0.1,33.3,0.0,0.1,50.0,0.2,0.6,28.6,0.0,0.5,9.1,,,
370,Michael Porter Jr.,DEN,22,1.8,2.8,64.5,0.1,0.3,38.9,0.1,0.3,29.4,0.3,0.6,46.7,0.6,1.5,43.8,0.6,1.5,42.0,,,
371,Mikal Bridges,PHX,23,2.0,2.8,72.1,0.2,0.6,29.3,0.1,0.4,38.5,0.1,0.2,41.7,0.6,1.6,39.0,0.4,1.1,33.8,,,
372,Mike Conley,UTA,32,1.3,2.3,56.1,0.6,1.7,32.9,0.6,1.5,37.5,0.3,0.7,36.4,1.1,2.7,43.2,1.1,3.0,36.0,,,
373,Mike Muscala,OKC,28,0.4,0.6,62.1,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.1,66.7,0.3,0.8,39.5,0.9,2.4,38.1,,,
374,Mike Scott,PHI,31,0.7,1.2,56.3,0.2,0.3,61.1,0.1,0.3,36.8,0.1,0.2,30.8,0.4,1.1,32.4,0.9,2.1,40.6,,,
375,Miles Bridges,CHA,22,2.6,4.7,55.5,0.5,1.4,32.3,0.2,0.6,30.6,0.1,0.1,55.6,0.8,2.2,34.9,0.8,2.4,32.9,,,
376,Mitchell Robinson,NYK,22,4.1,5.5,74.4,0.0,0.1,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
377,Miye Oni,UTA,22,0.3,0.8,37.5,0.1,0.2,50.0,0.0,0.0,0.0,0.1,0.4,33.3,0.6,1.3,44.4,0.3,1.1,30.0,,,
378,Mo Bamba,ORL,22,1.3,2.1,61.7,0.1,0.3,21.1,0.0,0.1,60.0,0.0,0.2,21.4,0.2,0.6,29.7,0.5,1.3,37.2,,,
379,Monte Morris,DEN,25,1.2,2.0,61.5,0.4,1.0,36.1,0.4,1.1,36.1,0.5,1.1,51.9,0.7,1.7,43.0,0.3,0.9,34.8,,,
380,Montrezl Harrell,LAC,26,6.5,10.0,65.6,0.7,1.9,40.2,0.2,0.5,32.3,0.0,0.2,13.3,0.0,0.1,25.0,0.0,0.2,0.0,,,
381,Moritz Wagner,WAS,23,2.4,3.6,68.8,0.2,0.4,40.0,0.0,0.1,66.7,0.0,0.1,0.0,0.2,0.5,39.1,0.4,1.3,28.1,,,
382,Moses Brown,POR,20,0.4,1.3,33.3,0.2,0.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
383,Mychal Mulder,GSW,26,0.9,1.3,66.7,0.3,0.4,66.7,0.0,0.1,0.0,0.1,0.1,100,1.4,2.7,52.6,1.0,4.9,20.6,,,
384,Myles Turner,IND,24,1.8,2.7,64.1,0.4,0.8,44.0,0.5,0.9,57.4,0.2,0.7,31.7,0.5,1.4,36.5,1.0,3.0,33.3,,,
385,Nassir Little,POR,20,1.0,1.7,59.0,0.1,0.1,66.7,0.0,0.1,20.0,0.0,0.0,0.0,0.1,0.8,13.9,0.2,0.5,37.5,,,
386,Naz Mitrou-Long,IND,26,0.2,0.2,100,0.0,0.3,0.0,0.8,0.8,100,0.0,0.0,0.0,0.3,1.0,25.0,0.2,1.4,14.3,,,
387,Naz Reid,MIN,20,2.0,3.7,54.2,0.3,1.3,27.3,0.0,0.2,16.7,0.0,0.0,0.0,0.4,1.2,33.3,0.7,2.1,32.8,,,
388,Nemanja Bjelica,SAC,32,1.8,3.1,57.9,0.5,1.0,49.3,0.1,0.3,45.0,0.1,0.2,33.3,0.6,1.1,53.7,1.2,3.2,37.7,,,
389,Nerlens Noel,OKC,26,2.4,2.9,83.1,0.3,0.6,56.8,0.1,0.5,21.4,0.1,0.3,33.3,0.0,0.1,50.0,0.0,0.0,0.0,,,
390,Nickeil Alexander-Walker,NOP,21,0.8,1.8,44.0,0.2,0.6,33.3,0.1,0.2,30.0,0.0,0.2,10.0,0.4,0.9,41.5,0.7,1.9,35.6,,,
391,Nicolas Batum,CHA,31,0.5,0.8,61.1,0.0,0.0,100,0.0,0.1,33.3,0.0,0.4,12.5,0.3,1.1,24.0,0.4,1.2,30.8,,,
392,Nicolas Claxton,BKN,21,1.5,2.1,74.2,0.1,0.6,25.0,0.1,0.1,100,0.0,0.1,0.0,0.1,0.3,20.0,0.0,0.1,0.0,,,
393,Nicolo Melli,NOP,29,0.6,1.0,64.4,0.2,0.4,54.5,0.2,0.3,47.4,0.1,0.2,54.5,0.4,1.4,29.3,0.8,2.1,36.3,,,
394,Nigel Williams-Goss,UTA,25,0.2,0.4,50.0,0.1,0.4,33.3,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.7,20.0,0.1,0.3,33.3,,,
395,Nikola Jokic,DEN,25,3.5,5.2,67.7,1.4,2.3,61.2,0.9,1.8,50.4,0.7,1.6,45.7,0.5,1.3,39.4,0.7,2.4,28.1,,,
396,Nikola Vucevic,ORL,29,3.4,5.4,62.8,1.5,3.0,47.9,0.8,1.8,43.4,0.7,1.4,48.8,0.5,1.2,36.8,1.2,3.9,31.8,,,
397,Noah Vonleh,DEN,24,1.2,1.8,68.3,0.2,0.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,50.0,0.0,0.3,9.1,,,
398,Norman Powell,TOR,27,2.9,4.6,64.1,0.3,0.8,38.1,0.1,0.4,36.8,0.1,0.3,41.2,1.1,2.4,43.5,1.2,2.9,39.2,,,
399,Norvel Pelle,PHI,27,1.0,1.8,57.1,0.0,0.2,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
400,OG Anunoby,TOR,22,2.7,4.4,62.5,0.0,0.3,16.7,0.0,0.2,18.2,0.0,0.1,75.0,0.9,2.2,40.9,0.4,1.2,34.1,,,
401,Omari Spellman,MIN,22,1.1,2.1,52.4,0.1,0.4,27.8,0.1,0.3,46.7,0.3,0.8,36.1,0.4,0.9,42.9,0.6,1.6,37.7,,,
402,Oshae Brissett,TOR,22,0.5,0.9,55.6,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.5,22.2,0.1,0.4,16.7,,,
403,Otto Porter Jr.,CHI,27,1.1,2.2,48.4,0.9,1.4,68.4,0.3,0.8,36.4,0.1,0.8,18.2,1.0,2.4,42.4,1.0,2.4,41.2,,,
404,P.J. Tucker,HOU,35,0.7,1.1,61.0,0.1,0.3,41.7,0.1,0.2,46.7,0.0,0.0,0.0,1.4,3.6,37.9,0.2,0.7,30.2,,,
405,P.J. Washington,CHA,21,2.4,4.3,56.4,0.6,1.5,39.8,0.0,0.2,15.4,0.0,0.1,50.0,0.7,1.5,44.3,0.8,2.5,33.6,,,
406,PJ Dozier,DEN,23,0.9,1.7,54.3,0.2,0.6,26.7,0.4,1.0,36.0,0.3,0.5,57.1,0.1,0.8,16.7,0.6,1.1,50.0,,,
407,Pascal Siakam,TOR,26,4.4,7.1,61.6,0.9,2.3,36.7,0.4,1.3,32.0,0.4,1.2,36.6,0.9,2.5,36.2,1.4,4.0,34.2,,,
408,Pat Connaughton,MIL,27,1.2,1.8,69.0,0.0,0.1,14.3,0.0,0.1,20.0,0.0,0.1,0.0,0.1,0.5,26.7,0.7,2.0,34.6,,,
409,Patrick Beverley,LAC,31,0.9,1.5,57.1,0.4,0.8,46.2,0.1,0.3,28.6,0.0,0.1,33.3,0.8,1.9,42.3,0.8,2.2,35.5,,,
410,Patrick McCaw,TOR,24,0.9,1.8,54.0,0.1,0.3,18.2,0.1,0.3,40.0,0.0,0.0,0.0,0.5,1.3,40.8,0.2,0.8,25.9,,,
411,Patrick Patterson,LAC,31,0.4,0.6,61.8,0.0,0.2,20.0,0.1,0.1,42.9,0.0,0.1,0.0,0.7,1.8,41.2,0.5,1.3,36.0,,,
412,Patty Mills,SAS,31,0.9,1.3,65.9,0.0,0.1,42.9,0.1,0.3,40.0,0.4,0.8,45.5,1.1,2.6,40.8,1.4,3.8,37.1,,,
413,Paul George,LAC,30,1.9,3.2,59.4,0.5,1.3,38.3,0.6,1.4,40.9,0.8,2.1,40.4,1.4,2.8,48.9,2.0,5.4,36.4,,,
414,Paul Millsap,DEN,35,2.2,3.7,58.7,0.5,1.3,33.8,0.4,0.8,45.0,0.1,0.3,20.0,0.5,1.1,43.1,0.6,1.3,46.3,,,
415,Paul Watson,TOR,25,0.7,1.0,66.7,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.4,25.0,0.3,1.0,33.3,,,
416,Quinn Cook,LAL,27,0.6,1.2,52.9,0.2,0.5,33.3,0.2,0.4,56.3,0.4,0.9,42.9,0.4,0.9,47.2,0.4,1.2,29.6,,,
417,Quinndary Weatherspoon,SAS,23,0.3,0.7,42.9,0.1,0.2,50.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.1,0.3,33.3,,,
418,RJ Barrett,NYK,20,3.2,6.3,50.9,0.4,1.4,28.4,0.2,0.6,27.8,0.3,1.0,31.5,0.6,1.7,33.0,0.6,1.9,29.6,,,
419,Rajon Rondo,LAL,34,1.5,2.8,53.7,0.1,0.5,27.3,0.1,0.3,43.8,0.2,0.5,33.3,0.3,0.9,31.0,0.6,1.8,35.2,,,
420,Raul Neto,PHI,28,0.9,1.6,57.1,0.2,0.4,42.1,0.1,0.4,26.3,0.1,0.2,50.0,0.2,0.6,35.5,0.5,1.1,42.1,,,
421,Rayjon Tucker,UTA,22,0.4,0.6,70.0,0.3,0.4,62.5,0.2,0.3,66.7,0.0,0.1,0.0,0.1,0.4,25.0,0.1,0.5,20.0,,,
422,Reggie Bullock,NYK,29,0.9,1.3,64.1,0.1,0.4,23.1,0.1,0.4,25.0,0.5,1.3,38.9,0.9,2.2,39.1,0.7,2.0,33.9,,,
423,Reggie Jackson,LAC,30,1.3,2.7,49.4,0.6,1.6,40.8,0.3,1.0,29.0,0.2,0.5,46.7,0.5,1.4,39.5,1.2,3.2,38.4,,,
424,Richaun Holmes,SAC,26,3.8,5.2,73.6,0.5,1.4,38.1,0.6,1.0,61.9,0.1,0.3,54.5,0.0,0.0,0.0,0.0,0.0,0.0,,,
425,Ricky Rubio,PHX,29,1.5,3.2,48.8,0.3,1.0,29.0,0.6,1.3,48.8,0.6,1.4,42.6,0.7,2.0,36.6,0.6,1.8,35.0,,,
426,Robert Covington,HOU,29,1.6,2.7,61.8,0.3,0.5,54.5,0.0,0.1,42.9,0.1,0.2,45.5,0.6,1.8,32.3,1.7,4.9,34.7,,,
427,Robert Williams III,BOS,22,2.0,2.6,76.0,0.1,0.2,50.0,0.1,0.1,100,0.0,0.1,25.0,0.0,0.0,100,0.0,0.0,0.0,,,
428,Robin Lopez,MIL,32,1.0,1.6,61.7,0.6,1.1,50.0,0.1,0.2,63.6,0.0,0.0,100,0.3,0.9,37.3,0.2,0.7,29.8,,,
429,Rodions Kurucs,BKN,22,1.0,1.7,59.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.8,41.7,0.4,1.2,33.3,,,
430,Rodney Hood,POR,27,0.9,1.1,78.3,0.3,1.1,26.1,0.6,1.5,41.9,0.6,0.9,63.2,1.2,2.2,56.5,0.5,1.4,37.9,,,
431,Rodney McGruder,LAC,28,0.5,0.9,57.1,0.3,0.6,50.0,0.1,0.2,41.7,0.0,0.0,0.0,0.3,1.1,24.6,0.2,0.5,32.1,,,
432,Romeo Langford,BOS,20,0.6,1.2,50.0,0.1,0.4,18.2,0.0,0.0,0.0,0.1,0.1,66.7,0.1,0.5,18.8,0.1,0.3,20.0,,,
433,Rondae Hollis-Jefferson,TOR,25,2.2,4.3,51.8,0.2,0.4,40.9,0.2,0.4,45.0,0.0,0.1,14.3,0.0,0.3,11.8,0.0,0.1,20.0,,,
434,Royce O'Neale,UTA,27,0.8,1.4,58.3,0.1,0.2,46.7,0.0,0.0,0.0,0.0,0.0,33.3,0.7,1.7,43.3,0.6,1.7,35.6,,,
435,Rudy Gay,SAS,33,1.1,1.8,64.4,0.4,1.1,40.0,0.7,1.5,46.0,0.5,1.0,50.0,0.6,1.7,36.6,0.6,1.9,32.0,,,
436,Rudy Gobert,UTA,28,5.5,7.7,71.9,0.1,0.5,32.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
437,Rui Hachimura,WAS,22,3.0,5.0,61.1,0.4,1.1,30.9,0.5,1.4,37.7,0.8,1.6,45.6,0.3,1.1,31.4,0.3,1.0,26.5,,,
438,Russell Westbrook,HOU,31,6.6,11.0,60.2,0.5,1.5,33.7,0.9,2.5,37.8,1.3,3.3,40.9,0.5,1.8,28.7,0.7,2.4,28.3,,,
439,Ryan Anderson,HOU,32,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,100,0.0,0.0,0.0,0.0,0.5,0.0,0.5,2.0,25.0,,,
440,Ryan Arcidiacono,CHI,26,0.4,0.7,55.3,0.1,0.3,35.3,0.1,0.4,33.3,0.0,0.1,40.0,0.5,1.1,46.9,0.4,1.2,32.4,,,
441,Ryan Broekhoff,PHI,29,0.1,0.2,25.0,0.1,0.1,50.0,0.0,0.1,0.0,0.0,0.0,0.0,0.7,1.5,47.8,0.5,1.6,32.1,,,
442,Sekou Doumbouya,DET,19,1.5,2.8,53.3,0.1,0.5,21.1,0.1,0.2,33.3,0.1,0.2,33.3,0.3,1.3,25.0,0.4,1.4,30.8,,,
443,Semi Ojeleye,BOS,25,0.3,0.6,47.6,0.1,0.2,46.2,0.0,0.0,0.0,0.1,0.1,80.0,0.5,1.1,42.3,0.3,0.9,32.3,,,
444,Serge Ibaka,TOR,30,2.8,4.0,70.3,1.0,2.1,47.0,0.5,1.1,49.2,0.5,1.2,36.8,0.4,1.2,35.9,1.0,2.5,39.3,,,
445,Seth Curry,DAL,29,0.8,1.2,66.7,0.3,0.8,40.4,0.4,0.8,51.0,0.5,0.8,58.8,1.1,2.1,50.0,1.4,3.2,43.3,,,
446,Shabazz Napier,WAS,28,1.3,2.1,64.7,0.1,0.3,15.8,0.2,0.6,34.4,0.3,0.7,42.1,0.4,1.4,27.6,1.1,3.1,35.8,,,
447,Shai Gilgeous-Alexander,OKC,21,3.3,5.8,56.2,0.8,2.1,39.2,0.7,1.6,45.6,0.6,1.1,58.7,0.5,1.3,36.3,0.9,2.5,34.7,,,
448,Shake Milton,PHI,23,1.3,2.0,65.8,0.2,0.7,32.0,0.3,0.7,44.0,0.1,0.3,40.0,0.4,1.1,39.5,1.1,2.4,44.1,,,
449,Shamorie Ponds,TOR,22,0.5,0.8,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,50.0,,,
450,Shaquille Harrison,CHI,26,1.2,2.3,51.5,0.2,0.4,43.8,0.1,0.2,57.1,0.0,0.1,0.0,0.3,0.7,44.4,0.1,0.3,30.8,,,
451,Sindarius Thornwell,NOP,25,1.5,2.5,60.0,0.5,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,100,0.5,1.0,50.0,,,
452,Skal Labissiere,ATL,24,1.3,2.0,62.7,0.4,0.9,48.3,0.4,0.6,65.0,0.3,0.5,50.0,0.0,0.1,0.0,0.1,0.3,30.0,,,
453,Solomon Hill,MIA,29,0.5,1.0,46.7,0.1,0.4,33.3,0.1,0.1,37.5,0.1,0.2,41.7,0.6,1.3,45.9,0.5,1.7,30.7,,,
454,Spencer Dinwiddie,BKN,27,3.6,6.4,56.6,0.6,1.6,39.2,0.2,1.0,20.9,0.2,0.5,38.7,0.6,2.2,28.6,1.3,4.0,32.4,,,
